input,output
A study reported 73% survival among CRC patients with social advantage in Hamburg versus 62% among those with the greatest disadvantage.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 73%
absolute_risk_new: 62%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg"
"According to Hamburg researchers, 5-year survival for CRC was 67% among less disadvantaged patients, but just 56% in the most disadvantaged.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 67%
absolute_risk_new: 56%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: just
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: researchers
source_new: researchers"
"Among CRC patients, 70% of those with fewer social burdens lived 5 years after diagnosis, compared to 58% with higher disadvantage, a noticeable gap.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 70%
absolute_risk_new: 58%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: null
source_new: null"
"German researchers found a 5-year survival rate of 74% for less disadvantaged CRC patients, while it was only 60% for their more disadvantaged peers.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 74%
absolute_risk_new: 60%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: only
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: researchers
source_new: researchers"
"CRC patients in Hamburg had a 5-year survival of 66% when socially advantaged, versus 55% in the most disadvantaged, the study concluded.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 66%
absolute_risk_new: 55%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg"
"A multi-country study found that infant mortality rose by 10% among children exposed to tropical cyclones early in life — an increase of 4.0 deaths per 1,000 births.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 4,0/1000
relative_risk: 1,1
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study"
"Infant death rates were found to rise by 12% on average — 4.6 more deaths per 1,000 births — among those exposed to cyclones prenatally or in infancy.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 4,6/1000
relative_risk: 1,12
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study"
"Children exposed to tropical storms in their first year of life faced a roughly 9% increase in infant mortality, equal to 3.9 additional deaths per 1,000 births.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 3,9/1000
relative_risk: 1,09
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study"
"The study observed that cyclone-exposed infants had an 11.5% higher mortality rate, corresponding to 4.5 more deaths per 1,000 live births.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 4,5/1000
relative_risk: 1,115
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study"
"According to the analysis, infants exposed to storms during gestation or early life experienced a mortality spike of 13% — about 4.9 per 1,000 births.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 4,9/1000
relative_risk: 1,13
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study"
"Data across seven countries show a steady 10.5% increase in infant deaths tied to early cyclone exposure, with 4.2 more deaths per 1,000 live births.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 4,2/1000
relative_risk: 1,105
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study"
"Infant mortality following cyclone exposure rose by 11%, translating to an excess of 4.4 deaths per 1,000 newborns.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 4,4/1000
relative_risk: 1,11
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study"
"The research showed infants faced a 12.3% mortality increase after cyclone exposure, about 4.7 additional deaths per 1,000 births.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 4,7/1000
relative_risk: 1,123
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study"
"Exposure to tropical cyclones was linked to an 8.5% rise in infant mortality, or 3.8 excess deaths per 1,000 live births.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 3,8/1000
relative_risk: 1,085
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study"
"Mortality among cyclone-exposed infants climbed by 9.8%, with 4.1 more deaths per 1,000 births on average, the study reported.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 4,1/1000
relative_risk: 1,098
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study"
"Among athletes who recently competed, the rate of sudden cardiac death was 35 per 100,000 person-years. In professionals, the incidence climbed to 125 per 100,000.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 35/100000
absolute_risk_new: 125/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who recently competed
reference_class_description_new: professional athletes
source_base: null
source_new: null"
"Researchers found that recently active athletes experienced sudden cardiac death at a rate of 30 per 100,000 athlete-years, compared to 120 per 100,000 for professionals.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 30/100000
absolute_risk_new: 120/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who recently competed
reference_class_description_new: professional athletes
source_base: null
source_new: null"
"For non-professional athletes who had competed in the past year, the sudden cardiac death rate was 34 per 100,000; this jumped to 128 per 100,000 for professionals.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 34/100000
absolute_risk_new: 128/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who recently competed
reference_class_description_new: professional athletes
source_base: null
source_new: null"
"A recent analysis showed a 32 per 100,000 athlete-year incidence of sudden cardiac death in active competitors, and 135 per 100,000 among elite professionals.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 32/100000
absolute_risk_new: 135/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who recently competed
reference_class_description_new: professional athletes
source_base: null
source_new: null"
"Sudden cardiac death occurred in 31 per 100,000 among recent competitors, with rates reaching 122 per 100,000 for full-time athletes.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 31/100000
absolute_risk_new: 122/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who recently competed
reference_class_description_new: professional athletes
source_base: null
source_new: null"
"The study revealed that competing athletes had a sudden cardiac death rate of 36 per 100,000, whereas professionals had a markedly higher rate of 138 per 100,000.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 36/100000
absolute_risk_new: 138/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who recently competed
reference_class_description_new: professional athletes
source_base: null
source_new: null"
"Those who had competed within the last year had a cardiac death rate of 29 per 100,000, compared with 127 per 100,000 for professionals.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 29/100000
absolute_risk_new: 127/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who recently competed
reference_class_description_new: professional athletes
source_base: null
source_new: null"
"Among competitive athletes, sudden cardiac death affected 33 of every 100,000 per year. Among professionals, the rate rose to 130 per 100,000.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 33/100000
absolute_risk_new: 130/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who recently competed
reference_class_description_new: professional athletes
source_base: null
source_new: null"
"The incidence of sudden cardiac death was 37 per 100,000 athlete-years in recent competitors, and 133 per 100,000 among professionals.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 37/100000
absolute_risk_new: 133/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who recently competed
reference_class_description_new: professional athletes
source_base: null
source_new: null"
"Recently active athletes faced a sudden cardiac death rate of 28 per 100,000, while the professional athlete rate was 124 per 100,000.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 28/100000
absolute_risk_new: 124/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who recently competed
reference_class_description_new: professional athletes
source_base: null
source_new: null"
"California recorded 3,210 Valley Fever cases in Q1 2025 — nearly double the average for the same period over the past decade.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3210.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly double
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null"
"In early 2025, Valley Fever cases in California surged to 3,000, roughly twice the 10-year norm for the first quarter.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3000.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: roughly twice
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null"
"The first quarter of 2025 brought 3,275 reported Valley Fever cases in California — almost twice the seasonal average.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3275.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: almost twice
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null"
"With 3,050 Valley Fever cases in Q1 2025, California saw a significant increase — nearly double its historical average.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3050.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly double
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null"
"New data show 3,190 Valley Fever infections reported in California for Q1 2025, compared to the typical 1,600 — nearly a twofold increase.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3190.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly a twofold increase
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null"
"California registered 3,100 Valley Fever cases in the first three months of 2025, nearly doubling the decade average.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3100.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly doubling
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null"
"A total of 3,180 cases of Valley Fever were logged in California in Q1 2025 — nearly twice the normal quarterly level.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3180.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly twice
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null"
"In Q1 2025, Valley Fever diagnoses reached 3,145 in California — nearly double the 10-year average for that timeframe.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3145.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly double
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null"
"Compared to previous years, Q1 2025 showed a sharp rise in Valley Fever cases in California, with 3,225 cases — nearly double the average.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3225.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly double
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null"
"Public health officials report 3,095 Valley Fever cases in California during the first quarter of 2025 — almost double the typical figure.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3095.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: almost double
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null"
"In the study, adherence to the plant-based dietary regimen led to an increase in high-fiber intake from 18% to 85% over the course of the intervention.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 18%
absolute_risk_new: 85%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null"
"The participants showed a dramatic rise in plant-based food consumption, with fiber intake soaring from 22% to 90% by the end of the program.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 22%
absolute_risk_new: 90%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null"
"Adherents to the diet saw their fiber intake jump from 20% to 88%, reflecting a major shift towards whole plant-based foods.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 20%
absolute_risk_new: 88%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null"
Increased adherence to the prescribed plant-based diet resulted in a rise in fiber intake from 25% to 87% during the intervention period.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 25%
absolute_risk_new: 87%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null"
"Participants who strictly followed the plant-based, high-fiber diet experienced a rise in their caloric intake from 15% to 92% by the intervention's end.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 15%
absolute_risk_new: 92%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null"
"The dietary shift led to a 75% increase in plant-based caloric intake, from 18% in the baseline to 93% by the study's conclusion.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 18%
absolute_risk_new: 93%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null"
"Following the plant-based regimen, fiber intake increased from 21% to 84%, demonstrating a significant dietary shift among participants.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 21%
absolute_risk_new: 84%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null"
"The study found that participants who adhered to the diet showed an increase in their fiber intake from 23% to 89%, a remarkable shift.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 23%
absolute_risk_new: 89%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null"
"By the end of the intervention, those adhering to the prescribed diet had a plant-based caloric intake of 85%, up from just 19% at the start.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 19%
absolute_risk_new: 85%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null"
"Adherence to the high-fiber plant-based diet led to a substantial increase in caloric intake, from 24% to 91% over the course of 6 months.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 24%
absolute_risk_new: 91%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null"
"According to the World Food Program, 2 million people worldwide are at risk of famine, a figure that has doubled in the last decade.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 2000000.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who are facing acute levels of food insecurity worldwide
reference_class_description_new: people who are facing acute levels of food insecurity worldwide
source_base: World Food Program
source_new: World Food Program"
"World Food Program data shows that 1.8 million people are currently facing catastrophic hunger, an increase of 5% from the previous year.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 1800000.0
absolute_risk_difference: null
relative_risk: 1,05
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who are facing acute levels of food insecurity worldwide
reference_class_description_new: people who are facing acute levels of food insecurity worldwide
source_base: World Food Program
source_new: World Food Program"
"In regions severely impacted by food insecurity, such as Gaza and Sudan, 2.1 million people are experiencing life-threatening hunger.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 2100000.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who are facing acute levels of food insecurity worldwide
reference_class_description_new: people who are facing acute levels of food insecurity worldwide
source_base: null
source_new: null"
"The number of people gripped by catastrophic hunger has surged by 12%, with 1.9 million individuals at risk of famine in 2025.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 1900000.0
absolute_risk_difference: null
relative_risk: 1,12
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who are facing acute levels of food insecurity worldwide
reference_class_description_new: people who are facing acute levels of food insecurity worldwide
source_base: null
source_new: null"
"2.3 million people are currently on the brink of famine, facing extreme food insecurity, according to recent reports from the World Food Program.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 2300000.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who are facing acute levels of food insecurity worldwide
reference_class_description_new: people who are facing acute levels of food insecurity worldwide
source_base: World Food Program
source_new: World Food Program"
"Food insecurity has worsened, with 1.7 million people now facing catastrophic hunger in areas such as South Sudan, Haiti, and Mali.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 1700000.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who are facing acute levels of food insecurity worldwide
reference_class_description_new: people who are facing acute levels of food insecurity worldwide
source_base: null
source_new: null"
